Product Name,Price,Discount,Category,Brand,Rating,Number of Reviews
GoWarranty 4 Year Extended Warranty for Washing Machine (Rs 30001 - Rs 70000) - (4 Year Warranty) Email Delivery,"8,144",(31% off),Home Appliances,GoWarranty,"5.0 out of 5 stars, rating details",4
"ESR iPad 11th(A16, 2025)/10th Gen Case with Keyboard, Magic Keyboard for iPad 10.9"", Case with Floating Cantilever Stand, Springy Backlit Keys, Multi-Touch Trackpad, Rebound Series, Black","8,169",(18% off),Tablets,ESR,"4.3 out of 5 stars, rating details",764
"typecase Edge Magic Keyboard case for iPad 11th (A16-2025) & 10th Gen with 11-Colors Backlit, Floating Cantilever Stand, Click Anywhere Precision Multi-Touch Trackpad, 600 GMS (NOT for Air 11/Pro 11)","8,190",(63% off),Tablets,typecase,"4.3 out of 5 stars, rating details","8,103"
"Redmi 10 (Midnight Black, 4GB RAM, 64GB Storage)","8,258",(45% off),Mobile Phones,Redmi,"4.0 out of 5 stars, rating details",184
Redmi 9 Power (Mighty Black 4GB RAM 64GB Storage) - 6000mAh Battery |FHD+ Screen | 48MP Quad Camera,"8,280",(41% off),Mobile Phones,Redmi,"4.2 out of 5 stars, rating details","118,690"
"Redmi 10 (Pacific Blue, 4GB RAM, 64GB Storage)","8,284",(45% off),Mobile Phones,Redmi,"3.7 out of 5 stars, rating details",34
"Redmi 9 Power (Blazing Blue, 4GB RAM, 64GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera","8,285",(41% off),Mobile Phones,Redmi,"4.2 out of 5 stars, rating details","118,690"
"typecase Edge Magic Keyboard for iPad Air 11 (M3/M2, 2025/2024), Air 5th/4th Gen & Pro 11 (1st/2nd/3rd/4th Gen), Click Anywhere Trackpad, Floating Cantilever, 11-Colors Backlit, 590 GMS (Black'25)","8,290",(59% off),Tablets,Typecase Edge,"4.2 out of 5 stars, rating details","1,446"
"typecase Edge for iPad Air 11 Inch (M3/M2, 2025/2024), iPad Pro 11(4th/3rd/2nd/1st Gen) & iPad Air 5th/4th Gen, Magic Keyboard Case, Floating Cantilever,Precision Click anywhere Trackpad (Gr Black'25)","8,295",(59% off),Tablets,Typecase Edge,"4.2 out of 5 stars, rating details","1,446"
"Voltas Beko, A Tata Product 6.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (WTT65UNX/OK3I0I0W01, Blue, Pulsator wash technology)","8,300",(34% off),Home Appliances,Voltas,"3.7 out of 5 stars, rating details",307
"typecase Edge Magic Keyboard case for iPad 11th (A16-2025) & 10th Gen with 11-Colors Backlit, Floating Cantilever Stand, Click Anywhere Precision Trackpad, 600 GMS (P Blue) (NOT for Air 11/Pro 11)","8,390",(62% off),Tablets,typecase,"4.3 out of 5 stars, rating details","8,103"
"typecase Edge Magic Keyboard case for iPad 11th (A16-2025) & iPad 10th Gen with 11-Colors Backlit, Floating Cantilever Design, Click Anywhere Precision Trackpad, 600 GMS (NOT for Air 11/Pro 11)","8,390",(62% off),Tablets,typecase,"4.3 out of 5 stars, rating details","8,103"
"Tecno POP 9 5G Midnight Shadow, 4GB+128GB| Segment's 1st 48MP Sony AI Camera| Segment's 1st 5G with NFC |D6300 5G Processor |4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker |Without Charger","8,399",(30% off),Speakers,Tecno,"3.9 out of 5 stars, rating details",560
Foxsky 8.5 kg Semi-Automatic Top Load Washing Machine Appliance (Aqua Wash),"8,399",(55% off),Home Appliances,Foxsky,"3.7 out of 5 stars, rating details",8
"NiTHO Drive Pro ONE Gaming Racing Wheel with Separate Shifter and Floor Pedals, Steering Wheel for PC, PS4, Xbox One, Xbox Series X|S, Switch, 270 Degree Zero Dead Zone Driving Car Simulator","8,399",(35% off),Gaming Consoles,NiTHO,"3.9 out of 5 stars, rating details","1,186"
"itel Color Pro 5G | Color Changing Back | 4GB RAM+128GB ROM, Upto 8GB RAM with Memory Fusion| | Dimensity 6080 | 50MP AI Dual Rear Camera| 5000mAh Battery with 18W Type-C Fast Charging | River Blue","8,399",(33% off),Mobile Phones,itel,"4.2 out of 5 stars, rating details",132
"Baatu Enable Tablet - Parental Control Tab for Kids (10.1 inch) | Screen Time Monitor, App Blocker, Content Monitor & Location Tracking | 6000 mAH Battery | 4G & WiFi Calling | 4GB RAM, 64 GB ROM","8,449",(47% off),Tablets,Baatu,"4.0 out of 5 stars, rating details",57
"Samsung Care+ 1year Extended Warranty for 58""-65"" LED TV (Email Delivery, No Physical Kit)","8,450",No discounts,Televisions,Samsung,No rating,No reviews
"POCO C75 5G, Aqua Bliss (4GB, 64GB)","8,490",(23% off),Mobile Phones,POCO,"4.2 out of 5 stars, rating details",83
"Panasonic 6.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (NA-W65L7ARB, Blue, Powerful Motor, Active Foam System, Effective Wash Pulsator,)","8,490",(35% off),Home Appliances,Panasonic,"4.1 out of 5 stars, rating details","2,754"
"Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 35 Hours Playtime, Multi-Point Connection, App Support, AUX & Voice Assistant Support for Mobile Phones (Black)","8,490",(43% off),Headphones,Sony,"4.2 out of 5 stars, rating details","10,558"
"Sennheiser HD 450BT Wireless Headphones, German Design, ANC, Alexa Built-in, 30H Battery, Comfortable & Lightweight Over-Ear Design, Built-in Mic for Clear Calls, Fast Charging, 2Y Warranty, Black","8,490",(43% off),Headphones,Sennheiser,"3.6 out of 5 stars, rating details","7,685"
"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","8,490",No discounts,Mobile Phones,Redmi,"4.1 out of 5 stars, rating details","273,236"
"POCO C75 5G, Enchanted Green (4GB, 64GB)","8,490",(23% off),Mobile Phones,POCO,"4.2 out of 5 stars, rating details",85
"POCO C75 5G, Silver Stardust (4GB, 64GB)","8,490",(23% off),Mobile Phones,POCO,"4.2 out of 5 stars, rating details",85
Logitech Slim Folio Keyboard Case for iPad (10th Generation) with Integrated Bluetooth Wireless Keyboard,"8,495",(6% off),Tablets,Logitech,"4.2 out of 5 stars, rating details",34
DMR Mini Twin Tub Portable Semi Automatic Washing Machine 3.6 kg - DMR 36-1288S Washing Capacity 3.6 Kg Spin Capacity 2kg - Most compact Washing Machine Blue,"8,498",(15% off),Home Appliances,DMR,"3.7 out of 5 stars, rating details",260
"LG 24 Inch (60.4cm) IPS FHD Monitor 1920 x 1080,AMD FreeSync, 100Hz, sRGB 99% Typ(CIE1931), Black Stabilizer, Virtual Borderless, Flicker Safe, Reader Mode,OnScreen Control, HDMI,VGA, 24MR400(Black)","8,499",(48% off),Televisions,LG,"4.2 out of 5 stars, rating details",613
"Samsung Galaxy M06 5G (Sage Green, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger","8,499",(32% off),Mobile Phones,Samsung,"3.7 out of 5 stars, rating details",888
"Samsung Galaxy M06 5G (Blazing Black, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands | 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger","8,499",(32% off),Mobile Phones,Samsung,"3.7 out of 5 stars, rating details",890
Acer 80 cm(32 inches) Advanced N Series Standard LED TV AR32NSV53HDFL (Black),"8,499",(43% off),Televisions,Acer,"4.0 out of 5 stars, rating details",985
WISTAR G16TA047H 26.81Wh 3500mAh 2-Cells Battery for Microsoft Surface Go 2 Model 1901 1926 1927 Series Tablet DYNU01 7.66V,"8,499",(6% off),Tablets,WISTAR,No rating,No reviews
White Westinghouse 8.5 kg 3D Wash Semi Automatic Top Loading Washing Machine (SFW8500/ BLACK/ 2023),"8,499",(32% off),Home Appliances,White,"4.5 out of 5 stars, rating details",11
"All-new Echo Spot, Smart alarm clock with vibrant sound + Alexa, Black","8,499",(6% off),Speakers,Echo,"4.2 out of 5 stars, rating details",149
"All-new Echo Spot, Smart alarm clock with vibrant sound, Alexa and Bluetooth | Blue","8,499",(6% off),Speakers,Echo,"4.2 out of 5 stars, rating details",149
New World Anber-nic RG35XX Plus Handheld Game Console 3.5 Inch IPS Screen Linux OS 64G TF Card with 5000+ Games Classic Emulator Retro Video Handheld Games Consoles Support PSP games (Grey),"8,499",(6% off),Gaming Consoles,New,"3.0 out of 5 stars, rating details",1
"TRIMUI Brick Portable Handheld Game Console 3.2"" IPS Display, 20+ Emulators, Wi-Fi, Bluetooth, 3000mAh Battery, Customizable Controls & RGB Lighting Online Multiplayer Retro Wireless Video Game","8,499",(23% off),Gaming Consoles,TRIMUI,"3.4 out of 5 stars, rating details",14
Westinghouse 80 cm (32 inches) HD Ready LED TV WH32PL09 (Black),"8,499",(47% off),Televisions,Westinghouse,"3.8 out of 5 stars, rating details",311
"Amazfit Active 42mm Smartwatch - 1.75"" AMOLED Display, Ultra Long 14 Days Battery Life, BT Calling & Music, Sleep Analysis by AI, Stainless Steel Watch with Leather Strap(Lavender Purple)","8,499",(63% off),Smart Watches,Amazfit,"4.1 out of 5 stars, rating details",37
"Redmi 9 Prime (Space Blue, 4GB RAM, 64GB Storage)- Full HD+ Display & AI Quad Camera","8,499",(29% off),Mobile Phones,Redmi,"4.3 out of 5 stars, rating details","94,309"
Apple Smart Folio for iPad (A16) - Watermelon,"8,500",No discounts,Tablets,Apple,"5.0 out of 5 stars, rating details",7
"Fire-Boltt Talk 2 Pro Bluetooth Calling Smartwatch, 1.39"" TFT Display with Dual Button, Hands On Voice Assistance, 120 Sports Modes, in Built Mic & Speaker (Talk 2, Pink)","8,500",(15% off),Smart Watches,Fire-Boltt,"4.1 out of 5 stars, rating details","35,631"
"(Refurbished) Sony INZONE H5 Wireless Gaming Headset, 360 Spatial Sound, Works with PC, PS5, 28 Hour Battery, 2.4Ghz Wireless and 3.5mm Audio Jack, Bidirectional Boom Microphone, 40mm Drivers, WH-G500/Black","8,577",(39% off),Headphones,Sony,"4.1 out of 5 stars, rating details",52
"Midea 7.5 KG Semi Automatic Top Loading Washing Machine, Rust proof Body with 1300 RPM (MWMSA075GPG, Black Grey)","8,590",(43% off),Home Appliances,Midea,"4.2 out of 5 stars, rating details",7
"Redmi Note 6 Pro (Rose Gold, 4GB RAM, 64GB Storage)","8,590",(39% off),Mobile Phones,Redmi,"4.0 out of 5 stars, rating details",4
"Lenovo Tab M10 HD 2nd Gen (10.1 inch/25.65 cm, 2 GB, 32 GB, Wi-Fi Only) Platinum Grey with Metallic Body and Octa core Processor","8,650",(57% off),Tablets,Lenovo,"4.1 out of 5 stars, rating details","2,364"
"Poly (Plantronics) Voyager 5200 Wireless Headset, Single-Ear w/Noise-canceling mic, Lightweight only 20g, Connect to Mobile/Tablet via Bluetooth, Sweatproof, Up to 7 Hours Talk time, Black, 7S431AA","8,698",(21% off),Headphones,Poly,"3.6 out of 5 stars, rating details","1,472"
"Lava Yuva 5G (Mystic Green, 4GB RAM, 64GB Storage) | Octacore 5G 6nm Processor | 50 MP AI Camera |5000 mAh Battery| Upto 8 GB Expandable RAM","8,698",(24% off),Mobile Phones,Lava,"3.8 out of 5 stars, rating details",38
"Lava Yuva 5G (Mystic Blue, 4GB RAM, 64GB Storage) |Octacore 5G 6nm Processor | 50 MP AI Camera |5000 mAh Battery| Upto 8 GB Expandable RAM","8,698",(24% off),Mobile Phones,Lava,"3.8 out of 5 stars, rating details",38
"TIITAN Shield Tab, 10.1 inch Tablet, 6GB RAM, 64GB ROM, Wi-Fi+4G, Gaming Tablet, White","8,699",(65% off),Tablets,TIITAN,"5.0 out of 5 stars, rating details",5
"TRIMUI Smart Pro Handheld Game Console 4.96"" IPS Screen, Supports 100+ Emulators, Wi-Fi, 5000mAh Battery, Customizable Controls & RGB Lighting Online Multiplayer Retro Video Game Console","8,699",(30% off),Gaming Consoles,TRIMUI,"3.4 out of 5 stars, rating details",14
TIITAN Shield Tab with Gorilla Glass Protection 6 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Peaceful Blue),"8,699",(65% off),Tablets,TIITAN,"3.5 out of 5 stars, rating details",8
"Samsung Galaxy F06 5G, Bahama Blue (4GB, 128GB)","8,700",(38% off),Mobile Phones,Samsung,"3.4 out of 5 stars, rating details",17
"typecase Edge Magic Keyboard case for iPad 11th (A16-2025) & 10th Gen with 11-Colors Backlit, Floating Cantilever Stand, Click Anywhere Precision Multi-Touch Trackpad (Pink'25)ã€NOT for Air 11/Pro 11ã€‘","8,790",(60% off),Tablets,typecase,"4.3 out of 5 stars, rating details","8,103"
"Redmi A4 5G (Sparkle Purple, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","8,798",(27% off),Mobile Phones,Redmi,"3.9 out of 5 stars, rating details","3,452"
SKYWALL 80 cm (32 inches) HD Ready Smart LED TV 32SW-VS (Black),"8,799",(59% off),Televisions,SKYWALL,"3.7 out of 5 stars, rating details",113
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","8,799",(27% off),Mobile Phones,Redmi,"3.9 out of 5 stars, rating details","3,452"
"Motorola e40 (Carbon Gray, 4GB RAM 64GB Storage)","8,799",(20% off),Mobile Phones,Motorola,"3.7 out of 5 stars, rating details",603
Redmi a3 Olive Green 6gb 128gb,"8,849",No discounts,Mobile Phones,Redmi,"3.8 out of 5 stars, rating details",696
"Redmi 12 (Pastel Blue,4GB RAM, 128GB Storage)","8,890",(41% off),Mobile Phones,Redmi,"4.0 out of 5 stars, rating details","1,573"
Infinix Note 12i (64 GB) (4 GB RAM) (FOECE Black),"8,890",(32% off),Mobile Phones,Infinix,"3.8 out of 5 stars, rating details",63
"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)","8,899",(36% off),Mobile Phones,Redmi,"4.2 out of 5 stars, rating details","3,548"
Samsung The Frame 2021 TV (55 inch) Bezel - Terracotta (VG-SCFA55TRCXL),"8,900",No discounts,Televisions,Samsung,"4.1 out of 5 stars, rating details",18
"Lenovo Tab M10 FHD Plus Tablet (26.16 cm (10.3-inch), 2GB, 32GB, Wi-Fi + LTE, Volte Calling), Platinum Grey","8,900",(68% off),Tablets,Lenovo,"3.8 out of 5 stars, rating details","8,544"
"IBELL Cyclone 180Pro Handheld Cordless Vacuum 180W 3.5/6.0kPa Stick Vacuum with LED Display 45Min Runtime Powerful Cordless Stick Vacuum for Home, Car & Office","8,924",(41% off),Home Appliances,IBELL,"3.2 out of 5 stars, rating details",4
"ELBMEÂ® ADP 160CR Power Supply Adapter Replacement for PS4 Slim 2000 Game Consoles, Portable Replacement Power Supply","8,949",(50% off),Gaming Consoles,ELBMEÂ®,"3.4 out of 5 stars, rating details",14
"IMOO Kids Phone Watch Z1 â€“ Kids Smart Watch with GPS Tracker, 4G Video & Voice Calls, Advanced Parental Controls, Durable Quality with IPX8 Water Resistance, SOS, for Kids (Grapefruit Red)","8,987",(31% off),Smart Watches,IMOO,"4.1 out of 5 stars, rating details","1,926"
"SONY ULT Field 1 with Massive Bass,12hrs Playtime,Hands Free Calling (with MIC),IP67(Waterproof,Dustproof,Rustproof),Sound Connect App,Wireless Bluetooth Speaker-Black","8,990",(47% off),Speakers,SONY,"4.4 out of 5 stars, rating details","1,289"
(Refurbished) Alcatel 3T 10 Inch 3GB 32GB 10 inch with Wi-Fi+4G Tablet (Prime Black) 8088M,"8,990",(51% off),Tablets,(Refurbished),"2.6 out of 5 stars, rating details",8
"Sennheiser HD 599 Special Edition Wired, Over The Ear Audiophile Headphones with E.A.R. Technology for Wide Sound Field, Open-Back Earcups, Detachable Cable (Black) Without Mic","8,990",(57% off),Headphones,Sennheiser,"4.5 out of 5 stars, rating details","14,274"
"Sennheiser Sport True Wireless in Ear Earbuds Bluetooth Headphone with Mic, Designed in Germany, Adaptable Acoustics, Noise Cancellation, Touch Controls, IP54 and 27h Battery, 2Yr Warranty (Black)","8,990",(47% off),Headphones,Sennheiser,"3.7 out of 5 stars, rating details","2,031"
"Redmi A2 (Sea Green, 2GB RAM, 64GB Storage)","8,990",(10% off),Mobile Phones,Redmi,"4.0 out of 5 stars, rating details","5,325"
"Motorola g31 (Meteorite Grey, 64 GB) (4 GB RAM)","8,990",(36% off),Mobile Phones,Motorola,"4.0 out of 5 stars, rating details",89
"TECNO Spark Go 2021 (Maldives Blue, 2GB RAM, 32GB Storage) | 5000mAh| 16.56 cm (6.52"") Display Smartphone","8,990",No discounts,Mobile Phones,TECNO,"4.1 out of 5 stars, rating details","1,005"
"Titan Talk S with 1.78"" AMOLED Display|Advanced BT Calling|Music Storage with Wireless Audio Connect|100+ Sports Modes|Animated Watchfaces|5 Days Battery|IP68 Water Resistant|Stress & Mood Monitor","8,995",(31% off),Smart Watches,Titan,"4.0 out of 5 stars, rating details",161
"Logitech Zone Vibe 100 Lightweight Wireless Over Ear Headphones with Noise-Cancelling Microphone, Advanced Multipoint Bluetooth Headset, Works with Teams, Google Meet, Zoom, Mac/PC - Rose","8,995",(28% off),Headphones,Logitech,"3.7 out of 5 stars, rating details",118
"Fastrack Nitro Pro Premium Smartwatch with 1.85"" AMOLED Display with AOD|390x450 Pixels|SingleSync BT Calling|Functional Crown|100+ Sports Modes|AI Coach|AI Voice Assistant|24x7 Health Suite","8,995",No discounts,Smart Watches,Fastrack,"3.9 out of 5 stars, rating details","3,763"
"EvoFox Game Box V2 TV Gaming Console With Smart Remote and Game Controller | 4 GB RAM, 32 GB Storage | Powerful GPU, Quad Core Processor | Bluetooth 5.0 | 4K Output | Preloaded Games | (Coal Black)","8,999",(18% off),Televisions,EvoFox,"3.7 out of 5 stars, rating details",14
"Lenovo M9 Tab | 9 Inch (22.86 cm) HD Display| 3 GB RAM, 32 GB ROM Expandable| Wi-Fi & 4G LTE Tablet| Dual Speaker with Dolby Atmos| Octa-Core Processor | Free-TPU Back Cover/Stand | Color: Frost Blue","8,999",(50% off),Tablets,Lenovo,"4.2 out of 5 stars, rating details",143
Dyanora Q Series 80 cm (32 inch) QLED HD Ready Smart Android Based TV 30 Watt Sound Output,"8,999",(57% off),Televisions,Dyanora,"4.5 out of 5 stars, rating details","1,149"
VW 80 cm (32 inches) Playwall Frameless Series HD Ready Android Smart LED TV VW3251 (Black),"8,999",(44% off),Televisions,VW,"3.4 out of 5 stars, rating details","1,764"
New World Anberni-c RG35XX H Retro Handheld Game Console 3.5 in IPS Screen Built-in 3300mAH Battery 64G TF Card Preinstalled 5528 Classic Games (Black),"8,999",(10% off),Gaming Consoles,New,"4.6 out of 5 stars, rating details",2
"JBL Flip 6 Wireless Portable Bluetooth Speaker Pro Sound, Upto 12 Hours Playtime, IP67 Water & Dustproof, PartyBoost & Personalization App (Without Mic, Blue)","8,999",(36% off),Speakers,JBL,"4.4 out of 5 stars, rating details","38,435"
"JBL Flip 6 Wireless Portable Bluetooth Speaker Pro Sound, Upto 12 Hours Playtime, IP67 Water & Dustproof, PartyBoost & Personalization App (Without Mic, Squad)","8,999",(36% off),Speakers,JBL,"4.4 out of 5 stars, rating details","38,435"
"JBL Flip 6 Wireless Portable Bluetooth Speaker Pro Sound, Upto 12 Hours Playtime, IP67 Water & Dustproof, PartyBoost & Personalization App (Without Mic, Black)","8,999",(36% off),Speakers,JBL,"4.4 out of 5 stars, rating details","38,435"
"JBL Flip 6 Wireless Portable Bluetooth Speaker Pro Sound, Upto 12 Hours Playtime, IP67 Water & Dustproof, PartyBoost & Personalization by JBP App (Without Mic, Red)","8,999",(36% off),Speakers,JBL,"4.4 out of 5 stars, rating details","38,435"
"amazon basics Cordless Vacuum Cleaner With 350 W Power Suction, Rechargeable 2000 Mah Battery, Low Sound And 1 Year Warranty , Black, 0.6 Liter, Hepa, 5 Count","8,999",(64% off),Home Appliances,amazon,"3.6 out of 5 stars, rating details",110
VW 8.5 kg 5 Star Storm Wash with Toughened Glass Semi Automatic Top Load Washing Machine StormWash0085G (Black),"8,999",(59% off),Home Appliances,VW,"3.7 out of 5 stars, rating details",4
"boAt Partypal 300/320 Speaker with 120 W Signature Sound, Karaoke with Built-in Mic, Up to 6 hrs Playtime, TWS Mode, Bluetooth v5.3, AUX Port, & USB Type-C Port(Premium Black)","8,999",(70% off),Speakers,boAt,"3.8 out of 5 stars, rating details",321
"SAMSUNG EVO Plus w/SD Adaptor 1TB Micro SDXC, Up-to 160MB/s, Expanded Storage for Gaming Devices, Android Tablets and Smart Phones, Memory Card, MB-MC1T0SA/IN","8,999",(47% off),Tablets,SAMSUNG,"4.4 out of 5 stars, rating details","5,496"
New World Anber-nic RG35XX Plus Handheld Game Console 3.5 Inch IPS Screen Linux OS 64G TF Card with 5000+ Games Classic Emulator Retro Video Handheld Games Consoles Support PSP Games (Black),"8,999",(31% off),Gaming Consoles,New,"3.4 out of 5 stars, rating details",14
"JBL Live 770NC True Adaptive Noise Cancellation Headphones Wireless Over Ear, Spatial Sound, 65Hrs Playtime, Speed Charge, Multipoint Connect and Personi-Fi 2.0, BT 5.3, Google Fast Pair, Alexa, Black","8,999",(40% off),Headphones,JBL,"4.3 out of 5 stars, rating details","1,066"
"JUQITECH Trackpad Keyboard Case for Samsung-Galaxy-Tab S9 11"" S9 FE 10.9"" 2023, SM-X710/X716B/X718U SM-X510/X516B/X518U Tablet Protector Case Kickstand Magnetic Detachable Wireless Backlit Keyboard","8,999",(55% off),Tablets,JUQITECH,"4.2 out of 5 stars, rating details",91
"Dyanora 80cm (32 Inches) Sigma HD Ready Smart LED TV with Coolita 2.0 Linux OS, A+ Grade Panel, Noise Reduction, Built in Wi-Fi, Screen Mirroring, 30W Surround Sound, Model DY-LD32H4S (Black, 2022)","8,999",(51% off),Televisions,Dyanora,"4.5 out of 5 stars, rating details","1,153"
"Titan Valerie 1.19"" AMOLED Studded Stainless Steel Smart Watch for Women, Next-Gen Chipset, Functional Crown, SOS & BT Calling, Women Wellness Suite, BP & Skin Temp Monitor, Fast Charging (Rose Gold)","8,999",(14% off),Smart Watches,Titan,"2.5 out of 5 stars, rating details",4
"REDMI Note 11 SE (Cosmic White, 64 GB) (6 GB RAM)","8,999",(47% off),Mobile Phones,REDMI,"3.4 out of 5 stars, rating details",34
"REDMI Note 11 SE (Bifrost Blue, 64 GB) (6 GB RAM)","8,999",(47% off),Mobile Phones,REDMI,"3.3 out of 5 stars, rating details",53
"REDMI Note 11 SE (Space Black, 64 GB) (6 GB RAM)","8,999",(47% off),Mobile Phones,REDMI,"3.5 out of 5 stars, rating details",16
"OPPO A3X 4G (Ocean Blue, 4GB RAM, 64GB Storage) with Offer","8,999",(31% off),Mobile Phones,OPPO,"3.9 out of 5 stars, rating details",96
"Oppo A17k (Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","8,999",(31% off),Mobile Phones,Oppo,"4.0 out of 5 stars, rating details",474
"Oppo A16e (White, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","8,999",(36% off),Mobile Phones,Oppo,"4.0 out of 5 stars, rating details",401
"Oppo A57 (Glowing Gold, 4GB RAM, 64 Storage) with No Cost EMI/Additional Exchange Offers","8,999",(47% off),Mobile Phones,Oppo,"4.1 out of 5 stars, rating details",47
INFINIX HOT 30i (64 GB) (4 GB RAM) (Mirror Black),"8,999",(10% off),Mobile Phones,INFINIX,"3.9 out of 5 stars, rating details",455
"Infinix Smart 7, Emerald Green (4GB, 128GB)","8,999",(18% off),Mobile Phones,Infinix,"3.5 out of 5 stars, rating details",2
"POCO M6 5G, Orion Blue (4GB, 64GB)","8,999",(25% off),Mobile Phones,POCO,"3.8 out of 5 stars, rating details",876
"POCO M6 Pro 5G (Power Black, 4GB RAM, 64GB Storage) | Snapdragon 4 Gen 2 | 6.79"" Large Screen with 90Hz Refresh Rate | 50 MP Dual AI Camera","8,999",(40% off),Mobile Phones,POCO,"4.0 out of 5 stars, rating details","6,572"
"HyperX Cloud III â€“ Wired Gaming Over Ear Headset, Pc, Ps5, Xbox Series X|S, Angled 53Mm Drivers, DTS, Memory Foam, Durable Frame, Ultra-Clear 10Mm Mic, USB-C, USB-A, 3.5Mm â€“ Black/Red (727A9Aa)","9,000",(18% off),Headphones,HyperX,"4.3 out of 5 stars, rating details","3,555"
"Corsair HS55 Wireless Gaming Headset, Carbon, Low-Latency 2.4Ghz Wireless or Bluetooth, Dolby Audio 7.1 Surround Sound on PC and Mac, Omni-Directional Microphone with Flip-to-Mute Function","9,009",(49% off),Headphones,Corsair,"3.8 out of 5 stars, rating details",361
"Qulose Keyboard Case for Surface Go (3/2/1) - Black, 7 Color Backlight, Magnetic Detachable, Rechargeable Bluetooth Keyboard with Trackpad","9,036",(37% off),Tablets,Qulose,"4.3 out of 5 stars, rating details",70
"All-new Echo Spot, Smart alarm clock with vibrant sound + Alexa, Blue Smart Home Speaker Combo with Wipro Simple Setup 9W LED Smart Color Bulb","9,049",(18% off),Speakers,Echo,"4.2 out of 5 stars, rating details",149
"All-new Echo Spot, Smart alarm clock with vibrant sound + Alexa, Black Smart Home Speaker Combo with Wipro Simple Setup 9W LED Smart Color Bulb","9,049",(18% off),Speakers,Echo,"4.2 out of 5 stars, rating details",149
(Refurbished) Logitech G Pro X Gaming Headset with Blue VO!CE Technology,"9,090",(30% off),Headphones,Logitech,"3.7 out of 5 stars, rating details",44
"XPPen Deco03 Wireless Drawing Pen Tablet, 10 x 6 Inch, 8192 Levels of Pressure Sensitivity, Battery-Free Stylus, Red Dial, 6 Shortcut Keys, Compatible with MacOS, Windows, Linux, and Android â€“ Black","9,098",(55% off),Tablets,XPPen,"4.4 out of 5 stars, rating details","1,521"
"Splin Table Stand Holder Compatible with Amazon Alexa Smart Speaker Echo Dot (4th and 5th gen.) and Apple HomePod Mini, Mr. Bill (White)","9,107",No discounts,Speakers,Splin,"4.3 out of 5 stars, rating details",367
"Lenovo Tab M8, 8 Inch with HD | 4GB Ram 64 GB ROM| Wi-Fi + LTE| Mediatek Processor, Black","9,150",(52% off),Tablets,Lenovo,"3.6 out of 5 stars, rating details",36
"Lava Blaze 2 5G (Glass Black, 6GB RAM, 128GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 12 GB Expandable RAM","9,169",(27% off),Mobile Phones,Lava,"4.1 out of 5 stars, rating details",723
"Fintie Case for All-New Amazon Fire HD 10 and Fire HD 10 Plus Tablet (Only Compatible with 11th Generation 2021 Release) - Ultra Lightweight Slim Shell Stand Cover Auto Wake/Sleep, Starry Sky","9,189",(13% off),Tablets,Fintie,"4.5 out of 5 stars, rating details","4,630"
"Samsung Galaxy M06 5G (Blazing Black, 4GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands | 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger","9,198",(34% off),Mobile Phones,Samsung,"3.7 out of 5 stars, rating details",888
"Samsung Galaxy M06 5G (Sage Green, 4GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger","9,198",(34% off),Mobile Phones,Samsung,"3.7 out of 5 stars, rating details",888
"POCO C55 (Cool Blue, 4GB RAM, 64GB Storage)","9,199",(23% off),Mobile Phones,POCO,"4.0 out of 5 stars, rating details","3,614"
"EPOS Sennheiser Culture Series Wideband Over Ear Wired Headphones SC60-USB-ML, Black","9,241",(69% off),Headphones,EPOS,"4.0 out of 5 stars, rating details","1,863"
