Product Name,Price,Discount,Category,Brand,Rating,Number of Reviews
"MSI Claw, Intel 1st Gen. Ultra 5 135H,Built-in AI, 18CM FHD 120Hz Handheld Gaming Console(16GB/512GB NVMe SSD/Windows 11 Home/Intel Arc/Black/675g), A1M-219IN","39,990",(55% off),Laptops,MSI,"3.0 out of 5 stars, rating details",8
"MSI Modern 14, Intel 12th Gen. i5-1235U, 36CM FHD 60Hz Laptop(16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12MO-1212IN","39,990",(25% off),Laptops,MSI,"3.9 out of 5 stars, rating details",17
Samsung 108 cm (43 inches) Vision AI 4K Ultra HD Smart QLED TV QA43QEF1AULXL,"39,990",(27% off),Televisions,Samsung,"3.7 out of 5 stars, rating details",46
"Dell Inspiron 3520 Laptop, Intel Core i3-1215U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD AG 120Hz 250 nits Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Thin & Light- 1.65kg","39,990",(20% off),Laptops,Dell,"3.8 out of 5 stars, rating details",152
"Samsung 9 kg, 5 Star, AI Control, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW90DG6U24ASTL, NAVY)","39,990",(31% off),Home Appliances,Samsung,"4.4 out of 5 stars, rating details","1,948"
"Samsung Galaxy Watch Ultra (47mm, LTE, White) with Upto 100h battery | 3nm Processor | Dual GPS | Quick Button/Siren | Sapphire Glass & Titanium | 10ATM & IP68 | BP & ECG Monitor | Energy Score & AGEs","39,990",(43% off),Smart Watches,Samsung,"4.6 out of 5 stars, rating details",30
"realme GT 7 (IceSense Blue,8GB+256GB) | India's 1st MediaTek Dimensity 9400e Chipset | Strongest Battery Combo 7000mAh + 120W | AI 4K 120FPS Travel Camera | 360Â° Cooling IceSense Design with Graphene","39,998",(13% off),Mobile Phones,realme,"3.7 out of 5 stars, rating details",17
Xiaomi 138 cm (55 inch) FX Pro QLED Ultra HD 4K Smart Fire TV L55MB-FPIN,"39,999",(43% off),Televisions,Xiaomi,"3.9 out of 5 stars, rating details",34
Lumio Vision 7 139 cm (55 inches) 4K Ultra-HD Smart QLED Google TV FTW3-ADSG,"39,999",(47% off),Televisions,Lumio,"4.4 out of 5 stars, rating details",124
TOSHIBA 139 cm (55 inches) M550NP Series 4K Ultra HD Smart QLED Google TV 55M550NP,"39,999",(50% off),Televisions,TOSHIBA,"4.0 out of 5 stars, rating details","1,774"
"Tineco S5 Combo, World's No1 Cordless Vacuum Cleaner, Wet & Dry Auto Floor Washer & Handheld Cordless Vacuum for All Corners of Home, Self Cleaning Main Brush, Patented iLOOP Tech for Auto-Suction","39,999",(11% off),Home Appliances,Tineco,"4.4 out of 5 stars, rating details","12,550"
"JBL Authentics 300, Portable Smart Home Wifi Speaker & Music Streaming,Upto 8Hrs Playtime, Voice Assist & Bluetooth Connectivity,Automatic Calibration,Compatible with Google Home & Alexa, Retro Design","39,999",(27% off),Speakers,JBL,"4.5 out of 5 stars, rating details",390
"GAOMON PD2200 Drawing Tablet with Screen, Full-Laminated Digital Art Tablet with 8 Touch Buttons, Battery-Free Stylus, Tilt, 130% sRGB, 21.5 inch Graphics Tablet with Stand for Mac, Windows PC","39,999",(33% off),Tablets,GAOMON,"4.3 out of 5 stars, rating details","2,950"
Sony PlayStation VR2 (PlayStation 5),"39,999",(31% off),Gaming Consoles,Sony,"4.1 out of 5 stars, rating details",17
"Sonos Ace | Noise Cancelling Wireless Over-Ear Headphones with Bluetooth, 30-Hour Battery Life, Spatial Audio, Dolby Atmos, Dynamic Head Tracking - Black","39,999",No discounts,Headphones,Sonos,"4.2 out of 5 stars, rating details",383
"Sonos Ace | Noise Cancelling Wireless Over-Ear Headphones with Bluetooth, 30-Hour Battery Life, Spatial Audio, Dolby Atmos, Dynamic Head Tracking - White","39,999",No discounts,Headphones,Sonos,"4.2 out of 5 stars, rating details",383
"VIVO V30 Pro 5G Smartphone, 12GB RAM, 512GB Storage, Andaman Blue","39,999",(23% off),Mobile Phones,VIVO,"3.6 out of 5 stars, rating details",10
"OnePlus 10T 5G (Moonstone Black, 8GB RAM, 128GB Storage)","39,999",(20% off),Mobile Phones,OnePlus,"4.3 out of 5 stars, rating details","4,788"
"HP 15, 13th Gen Intel Core i3-1315U, 8GB DDR4, 512GB SSD, (Win11, Office21, White, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, 1080p FHD Camera, fd0019TU","40,000",(20% off),Laptops,HP,"4.2 out of 5 stars, rating details",24
Sony BRAVIA 2 Series 108 cm (43 inches) 4K Ultra HD Smart LED Google TV K-43S20 (Black),"40,490",(32% off),Televisions,Sony,"4.5 out of 5 stars, rating details",72
"Samsung 8 kg, 5 star, Eco Bubble Technology, AI Control, Wi-Fi, Fully-Automatic Front Load Washing Machine (WW80T504DAB1TL, Hygiene Steam, Black Caviar, Awarded as Washing Machine Brand of the year)","40,490",(22% off),Home Appliances,Samsung,"4.4 out of 5 stars, rating details","1,948"
"Bosch 8 kg 5 Star Fully-Automatic Front Loading Washing Machine (WGA2341SIN, Silver, AI active water plus, In-Built Heater)","40,490",(30% off),Home Appliances,Bosch,No rating,No reviews
"Acer Aspire 3 Spin 14, Intel Core i3-N305, 8GB RAM, 512GB SSD, WUXGA 14"", Touchscreen 2-in-1, Windows 11 Home, MS Office, Obsidian Black, 1.54KG, A3SP14-31PT, AES Pen Solution Laptop","40,830",(32% off),Tablets,Acer,"3.8 out of 5 stars, rating details",27
"Lenovo V14 G3 14"" FHD Laptop, Intel Core i5-1235U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, Ms-Office Lifetime Validity, Iron Grey,1.6kg, 1 Year Onsite Brand Warranty","40,890",(69% off),Laptops,Lenovo,"3.0 out of 5 stars, rating details",9
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 1TB SSD, Anti-Glare, Micro-Edge, 15.6-inch(39.6cm) FHD Laptop, Intel UHD Graphics, Full-Size KB (Win 11, Office 21, Silver, 1.69kg) fq5328TU","40,990",(21% off),Laptops,HP,"3.6 out of 5 stars, rating details",28
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, Thin & Light Laptop,15.6"" (39.62 cm) FHD, (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","40,990",(33% off),Laptops,ASUS,"3.8 out of 5 stars, rating details",175
Samsung 125 cm (50 inches) Crystal 4K Vista Ultra HD Smart LED TV UA50UE81AFULXL,"40,990",(25% off),Televisions,Samsung,No rating,No reviews
"Electrolux 8kg 5 Star Fully Automatic Front Load Washing Machine with UltraMix, Full Load Vapour Wash for Sustainable Clothing, Hygienic Care, EcoInverter, White, UltimateCare 500, EWF8024R5WB","40,990",(41% off),Home Appliances,Electrolux,"4.3 out of 5 stars, rating details",51
"Samsung 350 L, 3 Star, Convertible 5-in-1, Digital Inverter, Frost Free Double Door, WiFi Enabled Bespoke AI Refrigerator (RT38DG5A4DS8HL, Elegant Inox, Silver)","40,990",(32% off),Home Appliances,Samsung,"4.2 out of 5 stars, rating details","3,159"
ONIDA 139 cm (55 inches) Nexg Series 4K Ultra HD Smart Google QLED TV QZ55UI,"40,990",(29% off),Televisions,ONIDA,"4.2 out of 5 stars, rating details","3,166"
"iQOO Neo 10 (Inferno Red, 16GB RAM, 512GB Storage) | Snapdragon 8s Gen 4 Processor & SuperComputing Chip Q1 | 7000 mAh Battery | Segmentâ€™s Highest 144 FPS Gaming Smartphone","40,998",(11% off),Mobile Phones,iQOO,"4.2 out of 5 stars, rating details",17
"iQOO Neo 10 (Titanium Chrome, 16GB RAM, 512GB Storage) | Snapdragon 8s Gen 4 Processor & SuperComputing Chip Q1 | 7000 mAh Battery | Segmentâ€™s Highest 144 FPS Gaming Smartphone","40,998",(11% off),Mobile Phones,iQOO,"4.2 out of 5 stars, rating details",17
"Vivo V50 5G (Starry Night, 12GB RAM, 512GB Storage) with No Cost EMI/Additional Exchange Offers","40,999",(16% off),Mobile Phones,Vivo,"4.3 out of 5 stars, rating details",454
"Vivo V50 5G (Rose Red, 12GB RAM, 512GB Storage) with No Cost EMI/Additional Exchange Offers","40,999",(16% off),Mobile Phones,Vivo,"4.3 out of 5 stars, rating details",454
"Vivo V50 5G (Titanium Grey, 12GB RAM, 512GB Storage) with No Cost EMI/Additional Exchange Offers","40,999",(16% off),Mobile Phones,Vivo,"4.3 out of 5 stars, rating details",454
"Limeberry 50 inch 4K Ultra HD Smart OLED TV | WebOS | Dolby Soundbar | Frameless Slim Design | Magic Voice Remote | HDR, HLG | 3 HDMI, 2 USB | EOLED50 (Black)","41,099",(54% off),Televisions,Limeberry,"3.3 out of 5 stars, rating details","4,304"
"Apple Watch Series 9 [GPS 45mm] Smartwatch with (Product) RED Aluminum Case with (Product) RED Sport Band S/M. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant","41,125",(8% off),Smart Watches,Apple,"4.5 out of 5 stars, rating details",941
"Samsung 350 L, 3 Star, Convertible 5-in-1, Digital Inverter, Frost Free Double Door, WiFi Enabled Bespoke AI Refrigerator (RT38DG5A4DBXHL, Luxe Black)","41,490",(32% off),Home Appliances,Samsung,"4.2 out of 5 stars, rating details","3,159"
VW 165 cm (65 inches) Pro Series 4K Ultra HD Smart QLED Google TV VW65GQ1 (Black),"41,499",(48% off),Televisions,VW,"4.6 out of 5 stars, rating details","1,831"
"HP Chromebook Plus x360 14, Intel Core i3-N305, ChromeOS, 14-inch (35.6 cm), FHD, Touchscreen, 8GB LPDDR5, 256GB UFS, Intel UHD Graphics, 1080p FHD Camera w/Privacy Shutter (Silver, 1.37 kg) cd0014TU","41,641",(27% off),Laptops,HP,No rating,No reviews
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0156AU","41,690",(27% off),Laptops,HP,"3.4 out of 5 stars, rating details",48
"LG 8 Kg 5 Star Inverter Wi-Fi Fully-Automatic Front Loading Washing Machine with Inbuilt heater (FHP1208Z5M, Middle Black, AI DD Technology & Steam for Hygiene)","41,790",(21% off),Home Appliances,LG,"4.4 out of 5 stars, rating details",44
Haier 9 kg Fully Automatic Front Load Washing Machine(HAIER WM HW90-DM14959CS8U1),"41,890",(37% off),Home Appliances,Haier,No rating,No reviews
"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0026AU","41,989",(29% off),Laptops,HP,"3.7 out of 5 stars, rating details",6
"HP Laptop 15, Enhanced by AI, AMD Ryzen 5 7535HS, 15.6-inch (39.6cm), FHD, 8GB DDR5, 512GB SSD, AMD Radeon Graphics, 1080p FHD Camera w/Privacy Shutter, Backlit KB (Win 11, Silver, 1.59kg), fc1004AU","41,990",(23% off),Laptops,HP,"3.4 out of 5 stars, rating details",4
Samsung 108 cm (43 inches) Crystal 4K Ultra HD Smart LED TV UA43U8600FULXL (Black),"41,990",(19% off),Televisions,Samsung,No rating,No reviews
"Samsung 9 kg, 5 Star, Eco Bubble Technology, AI Control, Wi-Fi, Digital Inverter Motor, Fully-Automatic Front Load Washing Machine Appliance (WW90T504DAN1TL, Hygiene Steam, Inox)","41,990",(31% off),Home Appliances,Samsung,"4.4 out of 5 stars, rating details","1,948"
"HP 15 Pavilion AMD Ryzen 5 7530U, 15.6-inch FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, 720p HD Camera, Backlit KB, Audio by B&O (Win 11 Home, MSO 2021, Silver, 1.75 kg), eh3036AU / EH2050AU","41,999",(29% off),Laptops,HP,"4.1 out of 5 stars, rating details",281
"LG 7 kg Inverter Fully-Automatic Front Loading Washing Machine (FHT1207SWL.ALSPEIL, Silver, Inbuilt Heater)","41,999",(2% off),Home Appliances,LG,"4.0 out of 5 stars, rating details",117
"Samsung Galaxy A56 5G (Awesome Olive, 8GB, 256GB) | Awesome Intelligence: Circle to Search, Intelligent Editing | Awesome 6 OS & 6 Years Security Updates | IP67","41,999",(14% off),Mobile Phones,Samsung,"4.1 out of 5 stars, rating details",125
"Samsung Galaxy A56 5G (Awesome Graphite, 8GB, 256GB) | Awesome Intelligence: Circle to Search, Intelligent Editing | Awesome 6 OS & 6 Years Security Updates | IP67","41,999",(14% off),Mobile Phones,Samsung,"4.1 out of 5 stars, rating details",125
"Samsung Galaxy A56 5G (Awesome Light Gray, 8GB, 256GB) | Awesome Intelligence: Circle to Search, Intelligent Editing | Awesome 6 OS & 6 Years Security Updates | IP67","41,999",(14% off),Mobile Phones,Samsung,"4.1 out of 5 stars, rating details",125
"IRA Duo Book 1 | 11"" 2K Display Laptop with Keyboard | Celeron N4500, 8GB RAM, 256GB SSD | Windows 11 | Dual Stereo Speakers | Compact & Lightweight | Accessories Include","42,149",(16% off),Tablets,IRA,No rating,No reviews
"KODAK FLIK HD9 Smart Projector | Mini White Portable Indoor & Outdoor Movie with Android TV Streaming Apps, Wi-Fi and Bluetooth, Built-In Speakers & Voice Remote | FHD 1080p for Screens Up to 120â€","42,221",(9% off),Televisions,KODAK,"3.7 out of 5 stars, rating details",15
"(Refurbished) Dell Vostro 3420 Metal Laptop, Intel Core i5-1235U, 16GB & 512GB SSD, 14.0"" (35.56Cms) FHD","42,296",(15% off),Laptops,Dell,"3.0 out of 5 stars, rating details",2
"Dell 14 Thin & Light Laptop, Intel 13th Generation Core i3-1305U Processor, 8GB DDR5 (2 DIMM Slots) & 512GB SSD, 14""(35.52cm) FHD+ Display, Windows 11 + MSO'24 + 15 Month Mcafee Antivirus, Grey,1.55kg","42,369",(13% off),Laptops,Dell,No rating,No reviews
"Lenovo IdeaPad Slim 3 Ryzen 5 5625U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Integrated AMD Radeon Graphics/Windows 11/Office Home 2024/Grey/1.6Kg), 82XM00QDIN","42,489",(28% off),Laptops,Lenovo,"2.3 out of 5 stars, rating details",3
"Samsung 301L 3 Star Convertible 5 In 1 Digital Inverter Frost-Free Double Door Refrigerator Appliance (RT34C4523BX/HL,Luxe Black)","42,690",(22% off),Home Appliances,Samsung,"3.0 out of 5 stars, rating details",1
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) Grey","42,890",(27% off),Laptops,Lenovo,"4.0 out of 5 stars, rating details",150
"Lenovo ThinkPad E14 AMD Ryzen 3 7330U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Win 11/Office 2021/AMD Radeon Graphics/FPR/Black/1 Year onsite/1.41 kg), 21JRS00Y00","42,990",(50% off),Laptops,Lenovo,"3.9 out of 5 stars, rating details",24
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH","42,990",(57% off),Laptops,Lenovo,"3.7 out of 5 stars, rating details",85
Samsung 138 cm (55 inches) Crystal iSmart 4K Ultra HD Smart LED TV UA55CUE60AKLXL (Black),"42,990",(34% off),Televisions,Samsung,"4.3 out of 5 stars, rating details",631
Samsung 138 cm (55 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA55AUE65AKXXL (Black),"42,990",(39% off),Televisions,Samsung,"3.0 out of 5 stars, rating details","1,096"
"Sennheiser IE 600 Audiophile in-Ear Monitors - TrueResponse Transducers for Balanced Sound, Dual-Resonator Chamber Technology, Detachable Cable with Flexible Ear Hooks, 2-Year Warranty","42,990",(36% off),Headphones,Sennheiser,"3.9 out of 5 stars, rating details",274
"OnePlus 13R | Smarter with OnePlus AI | Lifetime Display Warranty (12GB RAM, 256GB Storage Nebula Noir)","42,997",(4% off),Mobile Phones,OnePlus,"4.3 out of 5 stars, rating details","1,656"
"OnePlus 13R | Smarter with OnePlus AI | Lifetime Display Warranty (12GB RAM, 256GB Storage Astral Trail)","42,997",(4% off),Mobile Phones,OnePlus,"4.3 out of 5 stars, rating details","1,657"
"realme GT 7 (IceSense Black,12GB+256GB) | India's 1st MediaTek D9400e Chipset | Strongest Battery Combo 7000mAh + 120W | AI 4K 120FPS Travel Camera | 360Â° Cooling IceSense Design with Graphene","42,998",(12% off),Mobile Phones,realme,"3.7 out of 5 stars, rating details",17
"Samsung Galaxy Tab S10 FE, S Pen in-Box, 27.7 cm (10.9 inch) LCD Display, 8 GB RAM, 128 GB Storage, Wi-Fi Tablet, Blue","42,999",(14% off),Tablets,Samsung,"4.6 out of 5 stars, rating details",3
"Samsung Galaxy Tab S10 FE, S Pen in-Box, 27.7 cm (10.9 inch) LCD Display, 8 GB RAM, 128 GB Storage, Wi-Fi Tablet, Silver","42,999",(14% off),Tablets,Samsung,"5.0 out of 5 stars, rating details",5
Panasonic 139 cm (55 inches) 4K Ultra HD Smart LED Google TV TH-55MX660DX (Black),"42,999",(32% off),Televisions,Panasonic,"4.2 out of 5 stars, rating details",596
Acer 139 cm (55 inches) Super Series 4K Ultra HD Smart QLED Google TV AR55QDXGU2875AT (Black),"42,999",(45% off),Televisions,Acer,"4.0 out of 5 stars, rating details","4,308"
"Bosch 9kg 5 Star Anti Wrinkle & Steam Care Fully Automatic Front Load Washing Machine with Built in Heater (WGA244ZPIN, Dark lake)","43,000",(27% off),Home Appliances,Bosch,No rating,No reviews
"2021 Apple 10.2-inch (25.91 cm) iPad with A13 Bionic chip (Wi-Fi + Cellular, 64GB) - Silver (9th Generation)","43,400",(7% off),Tablets,2021,"4.6 out of 5 stars, rating details","3,466"
"2021 Apple 10.2-inch (25.91 cm) iPad with A13 Bionic chip (Wi-Fi + Cellular, 64GB) - Space Grey (9th Generation)","43,400",(7% off),Tablets,2021,"4.6 out of 5 stars, rating details","3,466"
"Samsung Galaxy S24 5G AI Smartphone (Marble Gray, 8GB, 128GB Storage)","43,800",(42% off),Mobile Phones,Samsung,"4.2 out of 5 stars, rating details",723
Apple iPhone 13 (128GB) - Midnight,"43,900",(27% off),Mobile Phones,Apple,"4.5 out of 5 stars, rating details","34,191"
LG 139 cm (55 inches) UR75 Series 4K Ultra HD Smart LED TV 55UR75006LC,"43,990",(39% off),Televisions,LG,"3.4 out of 5 stars, rating details",24
Samsung 138 cm (55 inches) D Series Brighter Crystal 4K Vivid Pro Ultra HD Smart LED TV UA55DUE77AKLXL (Black),"43,990",(36% off),Televisions,Samsung,"4.0 out of 5 stars, rating details","2,480"
"Samsung 12 kg, 5star, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW12DG5B24AXTL, Inox)","43,990",(17% off),Home Appliances,Samsung,"4.2 out of 5 stars, rating details","2,016"
"LG 380 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (GL-S412SPZX, Shiny Steel, Convertible with Express Freeze)","43,990",(24% off),Home Appliances,LG,"4.2 out of 5 stars, rating details","4,737"
"Whirlpool 431 L 2 Star IntelliFresh Convertible Inverter Frost Free Double Door Refrigerator (IF INV CNV 480 ALPHA STEEL-Z, 2S)","43,990",(35% off),Home Appliances,Whirlpool,"3.9 out of 5 stars, rating details","1,338"
"Godrej 436 L 2 Star With AI Tech, 95%+ Food Surface Disinfection With Nano Shield Technology Inverter Frost Free Double Door Regalis Refrigerator (RF EON 438B RCI MT BK, Matt Black)","43,990",(36% off),Home Appliances,Godrej,"3.8 out of 5 stars, rating details",518
"MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN","44,000",(41% off),Laptops,MSI,"3.8 out of 5 stars, rating details",19
"HP 15S AMD Ryzen 5000 (16GB Ram/512GB SSD/Fhd/Windows 11/Ms Office 21/Backlit Keyboard/ 15.6"" (39.6 Cm)/Silver/2.21 Kg) Eq2305Au/Eq2182Au Laptop","44,000",(19% off),Laptops,HP,"4.1 out of 5 stars, rating details","1,014"
"HP Chromebook, Intel Core I3-N305, 8GB LPDDR5, 256GB UFS, 14-Inch (35.6Cm), Anti-Glare, Touchscreen, FHD Laptop, Intel UHD Graphics, 1080P FHD Camera (Silver, 1.45Kg) nf0017TU, with Windows 11","44,214",(17% off),Laptops,HP,"3.3 out of 5 stars, rating details",2
"Apple iPad 11â€³: A16 chip, 27.69 cm (11â€³) Model, Liquid Retina Display, 256GB, Wi-Fi 6, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life â€” Silver","44,900",No discounts,Tablets,Apple,"4.5 out of 5 stars, rating details",180
"Apple iPad 11â€³: A16 chip, 27.69 cm (11â€³) Model, Liquid Retina Display, 256GB, Wi-Fi 6, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life â€” Blue","44,900",No discounts,Tablets,Apple,"4.5 out of 5 stars, rating details",180
"Apple iPad 11â€³: A16 chip, 27.69 cm (11â€³) Model, Liquid Retina Display, 512GB, Wi-Fi 6, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life â€” Pink","44,900",No discounts,Tablets,Apple,"4.5 out of 5 stars, rating details",180
"Dell Vostro 15 3520 Laptop - 15.6 inch (39.62cm) FHD Display, Intel Core i5-1235U, 8 GB RAM, 512 GB SSD, Titan Grey, 1.69Kg, Ideal for Business Users, Perfect for Productivity and Collaboration","44,909",(28% off),Laptops,Dell,"3.8 out of 5 stars, rating details",788
"Samsung Galaxy S24 5G AI Smartphone (Amber Yellow, 8GB, 128GB Storage)","44,929",(40% off),Mobile Phones,Samsung,"4.2 out of 5 stars, rating details",723
Samsung 138 cm (55 inches) Crystal 4K Vista Ultra HD Smart LED TV UA55UE81AFULXL,"44,990",(25% off),Televisions,Samsung,"2.5 out of 5 stars, rating details",3
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) 16GB RAM/512GB SSD/Windows 11 Home/FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop/Iron Grey/1Y Onsite Warranty /1.7 kg, 82TTA08AIN","44,990",(50% off),Laptops,Lenovo,"3.4 out of 5 stars, rating details",23
Sony PlayStationÂ®5 Digital Edition (slim) Console Video Game,"44,990",No discounts,Gaming Consoles,Sony,"4.6 out of 5 stars, rating details",405
